SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,SessionMonth,SessionDay,Promts_Per_Min,duration_bin,Discipline_mod,StudentLevel_ord
SESSION06023,Undergraduate,Business,2024-06-27,18.43,7,Studying,4,Assignment Completed,True,4.0,6,Thursday,0.3798155181768855,16-30,Business,1
SESSION06024,Undergraduate,History,2024-10-19,15.67,3,Writing,4,Idea Drafted,False,3.4,10,Saturday,0.1914486279514997,16-30,History,1
SESSION06025,Graduate,Business,2025-03-02,13.68,2,Writing,3,Assignment Completed,True,3.0,3,Sunday,0.14619883040935672,6-15,Business,2
SESSION06026,Graduate,Computer Science,2025-02-13,10.27,2,Studying,4,Confused,False,5.0,2,Thursday,0.19474196689386564,6-15,Computer Science,2
SESSION06027,High School,Biology,2024-11-17,7.11,2,Writing,4,Assignment Completed,True,5.0,11,Sunday,0.2812939521800281,6-15,Biology,0
SESSION06028,Undergraduate,Math,2024-08-27,4.07,1,Homework Help,2,Confused,False,2.0,8,Tuesday,0.24570024570024568,0-5,Math,1
SESSION06029,Undergraduate,Computer Science,2024-12-17,36.16,10,Studying,5,Gave Up,True,3.6,12,Tuesday,0.2765486725663717,31-60,Computer Science,1
SESSION06030,Undergraduate,Psychology,2024-09-05,4.68,1,Writing,3,Idea Drafted,True,3.3,9,Thursday,0.2136752136752137,0-5,Psychology,1
SESSION06031,Undergraduate,Psychology,2024-08-13,7.61,2,Brainstorming,4,Idea Drafted,True,3.7,8,Tuesday,0.2628120893561104,6-15,Psychology,1
SESSION06032,Undergraduate,Business,2025-05-18,11.48,3,Research,4,Idea Drafted,False,3.8,5,Sunday,0.2613240418118467,6-15,Business,1
SESSION06033,Graduate,Math,2024-08-28,3.06,1,Coding,5,Assignment Completed,True,5.0,8,Wednesday,0.32679738562091504,0-5,Math,2
SESSION06034,Graduate,Biology,2024-11-20,20.79,6,Coding,4,Confused,False,1.9,11,Wednesday,0.28860028860028863,16-30,Biology,2
SESSION06035,Undergraduate,Business,2024-08-15,26.65,8,Coding,2,Assignment Completed,False,3.9,8,Thursday,0.300187617260788,16-30,Business,1
SESSION06036,Undergraduate,Engineering,2024-12-09,4.08,1,Writing,4,Assignment Completed,True,5.0,12,Monday,0.24509803921568626,0-5,Engineering,1
SESSION06037,High School,Math,2025-06-01,21.97,5,Coding,4,Assignment Completed,True,3.9,6,Sunday,0.2275830678197542,16-30,Math,0
SESSION06038,Undergraduate,History,2025-05-13,25.76,5,Studying,3,Assignment Completed,True,2.5,5,Tuesday,0.19409937888198756,16-30,History,1
SESSION06039,Graduate,Psychology,2024-08-08,48.2,18,Brainstorming,4,Assignment Completed,False,3.2,8,Thursday,0.37344398340248963,31-60,Psychology,2
SESSION06040,High School,Computer Science,2024-07-28,2.73,1,Homework Help,5,Idea Drafted,False,5.0,7,Sunday,0.3663003663003663,0-5,Computer Science,0
SESSION06041,Undergraduate,Computer Science,2024-10-16,8.45,2,Writing,3,Confused,True,2.2,10,Wednesday,0.2366863905325444,6-15,Computer Science,1
SESSION06042,Undergraduate,Computer Science,2024-08-20,21.65,5,Writing,4,Assignment Completed,True,4.2,8,Tuesday,0.2309468822170901,16-30,Computer Science,1
SESSION06043,High School,Business,2024-10-01,39.95,19,Studying,5,Confused,False,4.5,10,Tuesday,0.47559449311639546,31-60,Business,0
SESSION06044,High School,Business,2024-09-16,8.14,1,Research,4,Idea Drafted,True,4.2,9,Monday,0.12285012285012284,6-15,Business,0
SESSION06045,Undergraduate,History,2025-04-25,5.65,2,Homework Help,2,Assignment Completed,True,3.6,4,Friday,0.35398230088495575,6-15,History,1
SESSION06046,High School,Biology,2024-11-30,26.94,10,Homework Help,3,Confused,False,4.3,11,Saturday,0.3711952487008166,16-30,Biology,0
SESSION06047,Undergraduate,Business,2025-03-09,16.84,5,Homework Help,3,Assignment Completed,True,3.2,3,Sunday,0.29691211401425177,16-30,Business,1
SESSION06048,High School,Biology,2024-08-16,14.78,5,Writing,3,Assignment Completed,True,3.4,8,Friday,0.33829499323410017,6-15,Biology,0
SESSION06049,High School,Computer Science,2025-06-16,12.72,6,Writing,4,Idea Drafted,True,3.7,6,Monday,0.4716981132075471,6-15,Computer Science,0
SESSION06050,Graduate,Computer Science,2025-05-11,27.49,7,Homework Help,2,Idea Drafted,True,2.7,5,Sunday,0.25463805020007274,16-30,Computer Science,2
SESSION06051,Undergraduate,Math,2025-04-06,44.95,19,Brainstorming,3,Idea Drafted,True,3.2,4,Sunday,0.42269187986651835,31-60,Math,1
SESSION06052,High School,Computer Science,2024-11-04,10.32,2,Studying,4,Idea Drafted,True,5.0,11,Monday,0.19379844961240308,6-15,Computer Science,0
SESSION06053,Undergraduate,Computer Science,2025-06-24,6.32,1,Writing,5,Idea Drafted,True,3.9,6,Tuesday,0.1582278481012658,6-15,Computer Science,1
SESSION06054,High School,Engineering,2025-03-05,35.29,16,Writing,4,Assignment Completed,True,2.7,3,Wednesday,0.45338622839331255,31-60,Engineering,0
SESSION06055,High School,Psychology,2025-01-25,43.6,9,Research,4,Confused,True,3.6,1,Saturday,0.20642201834862384,31-60,Psychology,0
SESSION06056,Undergraduate,Psychology,2025-03-21,1.42,1,Studying,2,Idea Drafted,True,2.5,3,Friday,0.7042253521126761,0-5,Psychology,1
SESSION06057,High School,Computer Science,2024-10-26,9.21,2,Brainstorming,3,Idea Drafted,True,3.6,10,Saturday,0.21715526601520085,6-15,Computer Science,0
SESSION06058,Graduate,Computer Science,2024-10-05,18.1,8,Coding,4,Idea Drafted,True,4.6,10,Saturday,0.4419889502762431,16-30,Computer Science,2
SESSION06059,Graduate,History,2025-03-12,12.51,2,Writing,5,Assignment Completed,True,4.6,3,Wednesday,0.1598721023181455,6-15,History,2
SESSION06060,Undergraduate,Biology,2024-08-21,29.43,8,Coding,3,Assignment Completed,True,2.6,8,Wednesday,0.27183146449201495,16-30,Biology,1
SESSION06061,Graduate,History,2024-08-02,49.38,20,Brainstorming,3,Assignment Completed,False,3.1,8,Friday,0.4050222762251924,31-60,History,2
SESSION06062,High School,Math,2025-03-14,13.54,4,Research,2,Gave Up,True,2.8,3,Friday,0.29542097488921715,6-15,Math,0
SESSION06063,Undergraduate,Math,2025-01-09,19.72,4,Writing,4,Idea Drafted,True,4.3,1,Thursday,0.20283975659229211,16-30,Math,1
SESSION06064,High School,Psychology,2025-05-20,6.6,1,Coding,5,Confused,True,5.0,5,Tuesday,0.15151515151515152,6-15,Psychology,0
SESSION06065,Graduate,Biology,2025-01-09,17.13,6,Studying,2,Assignment Completed,True,1.1,1,Thursday,0.3502626970227671,16-30,Biology,2
SESSION06066,Undergraduate,Math,2025-02-26,7.42,2,Writing,3,Confused,False,5.0,2,Wednesday,0.2695417789757412,6-15,Math,1
SESSION06067,Undergraduate,Engineering,2025-06-03,21.75,6,Studying,3,Assignment Completed,True,2.0,6,Tuesday,0.27586206896551724,16-30,Engineering,1
SESSION06068,Undergraduate,Psychology,2024-07-09,13.25,2,Writing,3,Confused,True,3.7,7,Tuesday,0.1509433962264151,6-15,Psychology,1
SESSION06069,Undergraduate,Biology,2025-01-17,13.87,2,Homework Help,3,Idea Drafted,False,2.9,1,Friday,0.14419610670511898,6-15,Biology,1
SESSION06070,Graduate,Psychology,2025-04-05,18.08,4,Studying,2,Confused,False,3.3,4,Saturday,0.22123893805309736,16-30,Psychology,2
SESSION06071,Graduate,Engineering,2025-01-01,13.02,5,Coding,5,Assignment Completed,True,4.5,1,Wednesday,0.3840245775729647,6-15,Engineering,2
SESSION06072,Graduate,Psychology,2025-02-09,11.99,2,Studying,3,Idea Drafted,True,2.7,2,Sunday,0.16680567139282734,6-15,Psychology,2
SESSION06073,Undergraduate,Computer Science,2025-03-17,19.63,4,Studying,5,Assignment Completed,True,5.0,3,Monday,0.20376974019358127,16-30,Computer Science,1
SESSION06074,Undergraduate,Biology,2025-02-18,14.08,3,Homework Help,5,Gave Up,True,5.0,2,Tuesday,0.21306818181818182,6-15,Biology,1
SESSION06075,Undergraduate,Business,2024-08-01,7.27,2,Writing,3,Assignment Completed,True,1.8,8,Thursday,0.27510316368638243,6-15,Business,1
SESSION06076,Undergraduate,Computer Science,2025-04-07,27.78,5,Studying,4,Assignment Completed,False,4.3,4,Monday,0.17998560115190784,16-30,Computer Science,1
SESSION06077,Undergraduate,Biology,2025-02-20,2.2,1,Writing,2,Assignment Completed,False,2.2,2,Thursday,0.45454545454545453,0-5,Biology,1
SESSION06078,High School,Engineering,2025-06-20,32.42,11,Studying,3,Idea Drafted,True,3.9,6,Friday,0.3392967304133251,31-60,Engineering,0
SESSION06079,Undergraduate,Engineering,2024-11-29,31.58,8,Homework Help,4,Idea Drafted,True,4.3,11,Friday,0.253324889170361,31-60,Engineering,1
SESSION06080,Undergraduate,Computer Science,2024-08-20,6.58,1,Research,4,Confused,False,3.9,8,Tuesday,0.1519756838905775,6-15,Computer Science,1
SESSION06081,Undergraduate,Engineering,2025-02-27,35.35,8,Studying,4,Assignment Completed,True,3.5,2,Thursday,0.2263083451202263,31-60,Engineering,1
SESSION06082,Graduate,Engineering,2024-09-25,36.5,9,Brainstorming,3,Idea Drafted,True,2.4,9,Wednesday,0.2465753424657534,31-60,Engineering,2
SESSION06083,Undergraduate,Computer Science,2025-04-01,20.47,8,Studying,4,Assignment Completed,True,4.3,4,Tuesday,0.3908158280410357,16-30,Computer Science,1
SESSION06084,Undergraduate,Computer Science,2024-10-22,11.63,5,Writing,1,Idea Drafted,True,2.2,10,Tuesday,0.42992261392949266,6-15,Computer Science,1
SESSION06085,Graduate,Computer Science,2025-06-11,1.45,1,Coding,3,Confused,False,4.5,6,Wednesday,0.6896551724137931,0-5,Computer Science,2
SESSION06086,Undergraduate,History,2025-05-08,30.04,6,Writing,2,Idea Drafted,True,1.3,5,Thursday,0.1997336884154461,31-60,History,1
SESSION06087,High School,Biology,2025-03-27,7.89,1,Studying,3,Assignment Completed,True,3.1,3,Thursday,0.1267427122940431,6-15,Biology,0
SESSION06088,Graduate,Business,2024-07-26,43.81,10,Research,3,Assignment Completed,True,3.4,7,Friday,0.2282583884957772,31-60,Business,2
SESSION06089,High School,Biology,2025-03-06,8.22,1,Homework Help,5,Assignment Completed,True,4.4,3,Thursday,0.121654501216545,6-15,Biology,0
SESSION06090,High School,Business,2025-02-12,13.4,2,Coding,4,Assignment Completed,True,3.7,2,Wednesday,0.14925373134328357,6-15,Business,0
SESSION06091,Graduate,Math,2025-01-31,21.78,10,Writing,3,Assignment Completed,False,3.2,1,Friday,0.4591368227731864,16-30,Math,2
SESSION06092,Graduate,Psychology,2025-03-16,10.42,2,Coding,5,Assignment Completed,True,5.0,3,Sunday,0.19193857965451055,6-15,Psychology,2
SESSION06093,Graduate,Biology,2024-11-18,49.7,21,Coding,2,Assignment Completed,True,3.4,11,Monday,0.4225352112676056,31-60,Biology,2
SESSION06094,Undergraduate,Business,2024-10-04,42.97,16,Research,3,Assignment Completed,True,1.9,10,Friday,0.37235280428205725,31-60,Business,1
SESSION06095,Undergraduate,Computer Science,2024-09-17,9.87,3,Writing,4,Confused,False,4.8,9,Tuesday,0.30395136778115506,6-15,Computer Science,1
SESSION06096,Undergraduate,Psychology,2024-09-10,9.41,3,Writing,1,Idea Drafted,True,1.1,9,Tuesday,0.3188097768331562,6-15,Psychology,1
SESSION06097,Undergraduate,Biology,2025-01-27,3.82,1,Writing,3,Idea Drafted,False,2.2,1,Monday,0.2617801047120419,0-5,Biology,1
SESSION06098,Undergraduate,History,2024-11-02,16.28,4,Writing,4,Assignment Completed,True,4.5,11,Saturday,0.24570024570024568,16-30,History,1
SESSION06099,High School,Computer Science,2025-05-02,7.14,1,Writing,4,Assignment Completed,True,3.6,5,Friday,0.1400560224089636,6-15,Computer Science,0
SESSION06100,Graduate,History,2024-09-24,15.31,5,Homework Help,4,Confused,False,5.0,9,Tuesday,0.3265839320705421,16-30,History,2
SESSION06101,Graduate,Math,2025-06-03,12.24,3,Coding,5,Assignment Completed,True,5.0,6,Tuesday,0.24509803921568626,6-15,Math,2
SESSION06102,Undergraduate,History,2024-08-15,9.44,4,Coding,4,Idea Drafted,True,5.0,8,Thursday,0.42372881355932207,6-15,History,1
SESSION06103,Undergraduate,History,2025-03-30,20.05,9,Brainstorming,4,Idea Drafted,True,4.0,3,Sunday,0.44887780548628425,16-30,History,1
SESSION06104,Undergraduate,Business,2024-10-11,25.87,6,Coding,4,Assignment Completed,True,4.0,10,Friday,0.23192887514495553,16-30,Business,1
SESSION06105,Undergraduate,History,2024-12-20,10.61,2,Studying,4,Idea Drafted,True,2.8,12,Friday,0.18850141376060323,6-15,History,1
SESSION06106,Undergraduate,History,2024-09-04,16.57,3,Homework Help,4,Assignment Completed,True,4.7,9,Wednesday,0.18105009052504525,16-30,History,1
SESSION06107,Graduate,Psychology,2025-06-04,21.3,4,Homework Help,5,Assignment Completed,True,4.3,6,Wednesday,0.18779342723004694,16-30,Psychology,2
SESSION06108,Undergraduate,History,2024-11-12,6.46,2,Homework Help,5,Idea Drafted,True,5.0,11,Tuesday,0.30959752321981426,6-15,History,1
SESSION06109,Undergraduate,Computer Science,2025-03-09,4.15,1,Coding,4,Assignment Completed,True,5.0,3,Sunday,0.24096385542168672,0-5,Computer Science,1
SESSION06110,Undergraduate,History,2024-07-16,5.65,1,Research,3,Gave Up,False,3.1,7,Tuesday,0.17699115044247787,6-15,History,1
SESSION06111,Undergraduate,Computer Science,2024-11-12,10.89,2,Coding,2,Idea Drafted,True,1.0,11,Tuesday,0.18365472910927455,6-15,Computer Science,1
SESSION06112,Undergraduate,Computer Science,2025-01-16,9.14,2,Studying,3,Assignment Completed,True,1.0,1,Thursday,0.2188183807439825,6-15,Computer Science,1
SESSION06113,High School,Computer Science,2024-09-23,9.88,3,Writing,3,Assignment Completed,True,2.9,9,Monday,0.30364372469635625,6-15,Computer Science,0
SESSION06114,Undergraduate,Biology,2024-09-19,15.27,3,Writing,4,Assignment Completed,False,4.8,9,Thursday,0.19646365422396858,16-30,Biology,1
SESSION06115,Undergraduate,Business,2024-09-27,21.5,5,Studying,1,Assignment Completed,True,1.0,9,Friday,0.23255813953488372,16-30,Business,1
SESSION06116,Undergraduate,Engineering,2024-10-03,20.19,6,Writing,3,Idea Drafted,True,3.3,10,Thursday,0.2971768202080238,16-30,Engineering,1
SESSION06117,Undergraduate,Math,2024-09-10,26.89,6,Writing,5,Assignment Completed,True,4.7,9,Tuesday,0.2231312755671253,16-30,Math,1
SESSION06118,Graduate,Psychology,2025-05-06,4.38,1,Coding,5,Assignment Completed,True,4.5,5,Tuesday,0.22831050228310504,0-5,Psychology,2
SESSION06119,High School,Business,2024-07-07,27.59,5,Studying,2,Gave Up,False,2.2,7,Sunday,0.1812250815512867,16-30,Business,0
SESSION06120,Graduate,Computer Science,2025-05-04,22.95,4,Writing,3,Idea Drafted,False,3.1,5,Sunday,0.17429193899782136,16-30,Computer Science,2
SESSION06121,Undergraduate,Psychology,2025-03-18,5.32,1,Brainstorming,3,Confused,False,3.0,3,Tuesday,0.18796992481203006,6-15,Psychology,1
SESSION06122,Undergraduate,Biology,2024-09-25,30.61,8,Writing,5,Confused,True,4.7,9,Wednesday,0.26135249918327347,31-60,Biology,1
SESSION06123,Graduate,Biology,2024-07-24,11.85,5,Studying,4,Idea Drafted,False,5.0,7,Wednesday,0.4219409282700422,6-15,Biology,2
SESSION06124,High School,Business,2024-07-24,60.15,15,Writing,4,Idea Drafted,True,4.3,7,Wednesday,0.24937655860349128,60+,Business,0
SESSION06125,Undergraduate,Computer Science,2025-03-25,0.46,1,Writing,5,Assignment Completed,True,4.5,3,Tuesday,2.1739130434782608,0-5,Computer Science,1
SESSION06126,Undergraduate,Engineering,2025-05-14,11.31,2,Brainstorming,4,Assignment Completed,False,4.5,5,Wednesday,0.17683465959328026,6-15,Engineering,1
SESSION06127,Undergraduate,History,2024-11-13,27.38,7,Homework Help,3,Assignment Completed,True,2.4,11,Wednesday,0.2556610664718773,16-30,History,1
SESSION06128,Undergraduate,Business,2025-05-19,10.61,2,Writing,5,Assignment Completed,False,4.6,5,Monday,0.18850141376060323,6-15,Business,1
SESSION06129,Graduate,Engineering,2025-03-10,22.28,8,Coding,4,Assignment Completed,True,5.0,3,Monday,0.3590664272890485,16-30,Engineering,2
SESSION06130,High School,Computer Science,2025-01-15,2.98,1,Studying,3,Idea Drafted,False,2.7,1,Wednesday,0.33557046979865773,0-5,Computer Science,0
SESSION06131,Undergraduate,History,2025-01-03,30.42,9,Writing,2,Assignment Completed,True,2.1,1,Friday,0.29585798816568043,31-60,History,1
SESSION06132,Undergraduate,Computer Science,2024-11-28,17.88,6,Brainstorming,4,Assignment Completed,False,4.9,11,Thursday,0.33557046979865773,16-30,Computer Science,1
SESSION06133,Undergraduate,Computer Science,2024-07-04,8.59,2,Studying,3,Idea Drafted,True,3.0,7,Thursday,0.23282887077997672,6-15,Computer Science,1
SESSION06134,High School,History,2024-11-16,20.5,9,Homework Help,5,Assignment Completed,True,5.0,11,Saturday,0.43902439024390244,16-30,History,0
SESSION06135,Graduate,Engineering,2025-03-30,27.32,5,Writing,1,Assignment Completed,True,1.0,3,Sunday,0.18301610541727673,16-30,Engineering,2
SESSION06136,Undergraduate,Business,2024-10-05,54.8,21,Studying,4,Assignment Completed,True,1.7,10,Saturday,0.3832116788321168,31-60,Business,1
SESSION06137,Undergraduate,Engineering,2024-11-14,29.04,6,Writing,4,Idea Drafted,False,4.7,11,Thursday,0.2066115702479339,16-30,Engineering,1
SESSION06138,Undergraduate,Business,2025-05-25,19.8,9,Coding,5,Idea Drafted,True,5.0,5,Sunday,0.45454545454545453,16-30,Business,1
SESSION06139,Undergraduate,Business,2024-12-22,7.71,2,Studying,3,Confused,False,3.0,12,Sunday,0.2594033722438392,6-15,Business,1
SESSION06140,Undergraduate,Biology,2025-04-22,8.43,2,Homework Help,1,Confused,True,1.0,4,Tuesday,0.2372479240806643,6-15,Biology,1
SESSION06141,Graduate,History,2025-04-02,8.06,3,Studying,3,Idea Drafted,True,3.1,4,Wednesday,0.3722084367245657,6-15,History,2
SESSION06142,Graduate,Computer Science,2024-11-22,6.23,1,Homework Help,3,Idea Drafted,True,2.2,11,Friday,0.16051364365971107,6-15,Computer Science,2
SESSION06143,Undergraduate,Engineering,2025-06-14,7.46,1,Writing,2,Assignment Completed,True,1.1,6,Saturday,0.13404825737265416,6-15,Engineering,1
SESSION06144,Graduate,Computer Science,2025-03-18,48.62,20,Writing,2,Assignment Completed,True,2.1,3,Tuesday,0.41135335252982314,31-60,Computer Science,2
SESSION06145,Undergraduate,Business,2025-01-28,24.82,6,Writing,5,Assignment Completed,True,5.0,1,Tuesday,0.24174053182917002,16-30,Business,1
SESSION06146,Undergraduate,History,2025-03-13,6.65,1,Writing,3,Assignment Completed,True,1.7,3,Thursday,0.15037593984962405,6-15,History,1
SESSION06147,Undergraduate,History,2024-10-06,14.0,3,Coding,5,Assignment Completed,True,5.0,10,Sunday,0.21428571428571427,6-15,History,1
SESSION06148,High School,Psychology,2025-01-03,4.55,1,Homework Help,3,Assignment Completed,True,2.2,1,Friday,0.21978021978021978,0-5,Psychology,0
SESSION06149,High School,Biology,2024-10-30,3.92,1,Homework Help,2,Idea Drafted,True,2.2,10,Wednesday,0.25510204081632654,0-5,Biology,0
SESSION06150,High School,Math,2025-04-29,15.81,3,Research,4,Idea Drafted,True,4.9,4,Tuesday,0.18975332068311196,16-30,Math,0
SESSION06151,Undergraduate,Biology,2024-12-17,28.75,10,Homework Help,3,Confused,False,3.4,12,Tuesday,0.34782608695652173,16-30,Biology,1
SESSION06152,Undergraduate,History,2024-11-26,7.96,2,Writing,2,Idea Drafted,True,1.7,11,Tuesday,0.25125628140703515,6-15,History,1
SESSION06153,Undergraduate,Biology,2025-02-06,16.83,7,Homework Help,3,Gave Up,False,2.2,2,Thursday,0.4159239453357101,16-30,Biology,1
SESSION06154,Undergraduate,Engineering,2025-03-27,9.0,2,Writing,2,Assignment Completed,True,1.0,3,Thursday,0.2222222222222222,6-15,Engineering,1
SESSION06155,High School,Engineering,2025-06-06,13.01,3,Writing,4,Assignment Completed,False,4.2,6,Friday,0.23059185242121447,6-15,Engineering,0
SESSION06156,Undergraduate,Business,2025-03-30,12.48,2,Studying,4,Confused,True,3.4,3,Sunday,0.16025641025641024,6-15,Business,1
SESSION06157,Undergraduate,Business,2025-04-29,20.03,9,Studying,3,Assignment Completed,False,3.5,4,Tuesday,0.4493260109835247,16-30,Business,1
SESSION06158,Undergraduate,Biology,2024-10-06,43.52,16,Writing,5,Assignment Completed,True,4.8,10,Sunday,0.3676470588235294,31-60,Biology,1
SESSION06159,Graduate,History,2025-03-31,2.34,1,Homework Help,5,Confused,False,4.7,3,Monday,0.4273504273504274,0-5,History,2
SESSION06160,Undergraduate,Computer Science,2025-04-19,4.69,2,Studying,1,Assignment Completed,True,1.0,4,Saturday,0.42643923240938164,0-5,Computer Science,1
SESSION06161,High School,Math,2025-06-09,19.79,4,Studying,4,Confused,False,3.1,6,Monday,0.202122283981809,16-30,Math,0
SESSION06162,Undergraduate,Math,2025-06-14,5.39,2,Research,2,Gave Up,True,2.6,6,Saturday,0.3710575139146568,6-15,Math,1
SESSION06163,Graduate,History,2025-02-25,14.67,3,Homework Help,4,Assignment Completed,True,4.0,2,Tuesday,0.20449897750511248,6-15,History,2
SESSION06164,Undergraduate,Psychology,2024-11-01,25.21,9,Research,3,Assignment Completed,True,2.8,11,Friday,0.3570011900039667,16-30,Psychology,1
SESSION06165,High School,Biology,2024-09-09,25.26,11,Coding,4,Assignment Completed,False,3.9,9,Monday,0.43547110055423593,16-30,Biology,0
SESSION06166,Graduate,Psychology,2024-11-11,17.14,6,Research,2,Idea Drafted,True,1.9,11,Monday,0.3500583430571762,16-30,Psychology,2
SESSION06167,Undergraduate,History,2024-09-25,10.4,2,Writing,4,Assignment Completed,True,5.0,9,Wednesday,0.1923076923076923,6-15,History,1
SESSION06168,Graduate,Computer Science,2024-12-10,22.98,9,Research,3,Confused,False,2.4,12,Tuesday,0.391644908616188,16-30,Computer Science,2
SESSION06169,Undergraduate,Business,2024-11-14,34.2,7,Coding,1,Assignment Completed,True,1.2,11,Thursday,0.2046783625730994,31-60,Business,1
SESSION06170,Graduate,Psychology,2025-01-29,16.92,3,Writing,4,Assignment Completed,True,4.1,1,Wednesday,0.17730496453900707,16-30,Psychology,2
SESSION06171,Graduate,History,2024-12-24,43.6,10,Studying,4,Confused,False,2.8,12,Tuesday,0.2293577981651376,31-60,History,2
SESSION06172,Undergraduate,Biology,2025-05-22,23.29,10,Writing,3,Assignment Completed,True,4.4,5,Thursday,0.42936882782310004,16-30,Biology,1
SESSION06173,Undergraduate,Math,2024-10-07,8.62,2,Coding,3,Confused,True,2.8,10,Monday,0.2320185614849188,6-15,Math,1
SESSION06174,Graduate,Psychology,2024-11-23,71.57,17,Coding,4,Assignment Completed,False,3.2,11,Saturday,0.23752969121140144,60+,Psychology,2
SESSION06175,Undergraduate,Computer Science,2024-11-21,15.09,5,Studying,3,Assignment Completed,True,4.4,11,Thursday,0.3313452617627568,16-30,Computer Science,1
SESSION06176,Undergraduate,Business,2025-06-20,25.06,6,Coding,5,Idea Drafted,True,5.0,6,Friday,0.23942537909018358,16-30,Business,1
SESSION06177,Undergraduate,Math,2025-04-02,3.36,1,Homework Help,3,Assignment Completed,True,4.3,4,Wednesday,0.2976190476190476,0-5,Math,1
SESSION06178,Undergraduate,Math,2025-02-09,32.94,10,Homework Help,3,Assignment Completed,True,4.9,2,Sunday,0.3035822707953856,31-60,Math,1
SESSION06179,High School,Math,2025-04-21,25.54,9,Homework Help,5,Assignment Completed,False,5.0,4,Monday,0.3523884103367267,16-30,Math,0
SESSION06180,Undergraduate,Psychology,2025-01-05,13.48,4,Coding,3,Confused,True,3.3,1,Sunday,0.29673590504451036,6-15,Psychology,1
SESSION06181,Undergraduate,Engineering,2024-11-19,19.61,5,Coding,4,Confused,False,3.8,11,Tuesday,0.25497195308516063,16-30,Engineering,1
SESSION06182,High School,Business,2025-05-03,13.48,2,Brainstorming,5,Assignment Completed,False,4.4,5,Saturday,0.14836795252225518,6-15,Business,0
SESSION06183,High School,Engineering,2024-07-18,27.25,13,Writing,3,Assignment Completed,True,2.5,7,Thursday,0.47706422018348627,16-30,Engineering,0
SESSION06184,Graduate,Computer Science,2024-12-08,33.86,7,Research,3,Idea Drafted,True,3.9,12,Sunday,0.2067336089781453,31-60,Computer Science,2
SESSION06185,Undergraduate,Business,2024-09-13,51.11,14,Writing,4,Confused,True,4.6,9,Friday,0.27391899823909216,31-60,Business,1
SESSION06186,High School,Psychology,2025-06-10,12.38,5,Studying,4,Assignment Completed,True,4.5,6,Tuesday,0.40387722132471726,6-15,Psychology,0
SESSION06187,Graduate,History,2024-10-10,12.8,2,Coding,4,Idea Drafted,False,3.3,10,Thursday,0.15625,6-15,History,2
SESSION06188,Undergraduate,Computer Science,2024-08-12,13.39,3,Coding,4,Assignment Completed,True,4.0,8,Monday,0.22404779686333084,6-15,Computer Science,1
SESSION06189,Undergraduate,Computer Science,2024-07-24,15.87,3,Homework Help,4,Assignment Completed,True,4.7,7,Wednesday,0.1890359168241966,16-30,Computer Science,1
SESSION06190,Undergraduate,Math,2024-08-31,8.36,4,Homework Help,4,Assignment Completed,False,3.2,8,Saturday,0.47846889952153115,6-15,Math,1
SESSION06191,High School,History,2024-11-04,8.53,2,Homework Help,2,Assignment Completed,True,2.5,11,Monday,0.2344665885111372,6-15,History,0
SESSION06192,Undergraduate,Math,2024-10-12,17.11,4,Coding,4,Gave Up,False,3.6,10,Saturday,0.23378141437755698,16-30,Math,1
SESSION06193,Undergraduate,History,2024-11-14,2.19,1,Homework Help,2,Confused,True,2.5,11,Thursday,0.4566210045662101,0-5,History,1
SESSION06194,High School,Engineering,2024-07-02,18.67,4,Writing,5,Assignment Completed,False,5.0,7,Tuesday,0.2142474558114622,16-30,Engineering,0
SESSION06195,Graduate,Business,2025-01-17,29.68,6,Studying,4,Confused,False,4.6,1,Friday,0.20215633423180593,16-30,Business,2
SESSION06196,Undergraduate,Biology,2025-03-21,36.38,12,Writing,3,Idea Drafted,True,2.3,3,Friday,0.32985156679494226,31-60,Biology,1
SESSION06197,Undergraduate,Engineering,2025-06-11,18.93,5,Writing,4,Assignment Completed,True,4.4,6,Wednesday,0.26413100898045433,16-30,Engineering,1
SESSION06198,Undergraduate,Computer Science,2024-06-27,11.89,2,Coding,3,Assignment Completed,True,3.2,6,Thursday,0.16820857863751051,6-15,Computer Science,1
SESSION06199,Undergraduate,History,2025-02-01,28.38,7,Research,5,Assignment Completed,True,4.8,2,Saturday,0.24665257223396758,16-30,History,1
SESSION06200,Graduate,Psychology,2024-10-30,59.59,17,Coding,3,Idea Drafted,True,2.5,10,Wednesday,0.28528276556469206,31-60,Psychology,2
SESSION06201,Undergraduate,Biology,2025-06-18,4.82,1,Studying,3,Assignment Completed,False,3.7,6,Wednesday,0.20746887966804978,0-5,Biology,1
SESSION06202,High School,Math,2025-05-15,26.66,6,Writing,4,Idea Drafted,False,3.5,5,Thursday,0.2250562640660165,16-30,Math,0
SESSION06203,Graduate,Engineering,2025-06-22,19.81,5,Studying,3,Assignment Completed,True,2.2,6,Sunday,0.2523977788995457,16-30,Engineering,2
SESSION06204,Graduate,Biology,2025-02-19,45.1,17,Studying,3,Assignment Completed,True,4.3,2,Wednesday,0.376940133037694,31-60,Biology,2
SESSION06205,High School,Computer Science,2025-06-15,18.48,7,Coding,3,Confused,True,2.7,6,Sunday,0.3787878787878788,16-30,Computer Science,0
